20220129T053049_20220129T053901_T43RFM_ndvi,20220129T053049_20220129T053901_T43RFN_ndvi,20220129T053049_20220129T053901_T43RGM_ndvi,20220129T053049_20220129T053901_T43RGN_ndvi,20220208T052959_20220208T053055_T43RFM_ndvi,20220208T052959_20220208T053055_T43RFN_ndvi,20220208T052959_20220208T053055_T43RGM_ndvi,20220208T052959_20220208T053055_T43RGN_ndvi,20220213T052931_20220213T052930_T43RFM_ndvi,20220213T052931_20220213T052930_T43RFN_ndvi,20220213T052931_20220213T052930_T43RGM_ndvi,20220213T052931_20220213T052930_T43RGN_ndvi,20220218T052849_20220218T053644_T43RFM_ndvi,20220218T052849_20220218T053644_T43RFN_ndvi,20220218T052849_20220218T053644_T43RGM_ndvi,20220218T052849_20220218T053644_T43RGN_ndvi,20220228T052749_20220228T054031_T43RFM_ndvi,20220228T052749_20220228T054031_T43RFN_ndvi,20220228T052749_20220228T054031_T43RGM_ndvi,20220228T052749_20220228T054031_T43RGN_ndvi,20220305T052721_20220305T054013_T43RFM_ndvi,20220305T052721_20220305T054013_T43RFN_ndvi,20220305T052721_20220305T054013_T43RGM_ndvi,20220305T052721_20220305T054013_T43RGN_ndvi,20220310T052649_20220310T053819_T43RFM_ndvi,20220310T052649_20220310T053819_T43RFN_ndvi,20220315T052651_20220315T053616_T43RFM_ndvi,20220315T052651_20220315T053616_T43RFN_ndvi,20220315T052651_20220315T053616_T43RGM_ndvi,20220315T052651_20220315T053616_T43RGN_ndvi,20220320T052649_20220320T053950_T43RFM_ndvi,20220320T052649_20220320T053950_T43RFN_ndvi,20220320T052649_20220320T053950_T43RGM_ndvi,20220320T052649_20220320T053950_T43RGN_ndvi,20220325T052651_20220325T053632_T43RFM_ndvi,20220325T052651_20220325T053632_T43RFN_ndvi,20220325T052651_20220325T053632_T43RGM_ndvi,20220325T052651_20220325T053632_T43RGN_ndvi,20220330T052639_20220330T053927_T43RFM_ndvi,20220330T052639_20220330T053927_T43RFN_ndvi,20220330T052639_20220330T053927_T43RGM_ndvi,20220330T052639_20220330T053927_T43RGN_ndvi,20220404T052651_20220404T053845_T43RFM_ndvi,20220404T052651_20220404T053845_T43RFN_ndvi,20220404T052651_20220404T053845_T43RGM_ndvi,20220404T052651_20220404T053845_T43RGN_ndvi,20220409T052639_20220409T054032_T43RFM_ndvi,20220409T052639_20220409T054032_T43RFN_ndvi,20220409T052639_20220409T054032_T43RGM_ndvi,20220414T052651_20220414T053847_T43RFM_ndvi,20220414T052651_20220414T053847_T43RFN_ndvi,20220414T052651_20220414T053847_T43RGM_ndvi,20220414T052651_20220414T053847_T43RGN_ndvi,20220419T052639_20220419T053615_T43RFM_ndvi,20220419T052639_20220419T053615_T43RFN_ndvi,20220419T052639_20220419T053615_T43RGM_ndvi,20220419T052639_20220419T053615_T43RGN_ndvi,20220424T052651_20220424T053328_T43RFM_ndvi,20220424T052651_20220424T053328_T43RFN_ndvi,20220424T052651_20220424T053328_T43RGM_ndvi,20220424T052651_20220424T053328_T43RGN_ndvi,dtname,State_LGD,Dist_LGD,system:index,stname
0.3238896972395747,0.33901333804684414,,,0.2499312039943715,0.27424310808429464,,,0.32748738308325315,0.36065175223562385,,,0.3179717872709398,0.3710824187202175,,,0.35016186133946925,0.4242017149033402,,,0.3258347073897303,0.40668539375392443,,,0.2884376446472236,0.3713045363434367,0.25615772640098156,0.3563437439368032,,,0.221468911006736,0.3116590582137574,,,0.18316555141858867,0.2713505600829673,,,0.1559019283842748,0.22841148767052855,,,0.12939983975776534,0.16110123605764484,,,0.1115325109290807,0.12111477139269748,,0.09632691433160455,0.10430492072241324,,,0.08989327325127956,0.10059436870841841,,,0.09924142820234526,0.10831792225490137,,,Jhajjar,6.0,64.0,000000000000000000df,HARYANA
0.2730055703669471,,0.21669850035323185,,0.21653805803881132,,0.17090964630465208,,0.27428014005046747,,0.2251291234886089,,0.24973094675095062,,0.20625115132551258,,0.2826820080164657,,0.2444321998507503,,0.2638271147948865,,0.23650607927493444,,0.2193497065378244,,0.2012726322865625,,0.19299302109757427,,0.17126145074186683,,0.16445335145648415,,0.1567152644239886,,0.17146478912494675,,0.13817997066839585,,0.1560192811205648,,0.1356893159448741,,0.15421343220107298,,0.12180071219606642,,0.14171411049875635,0.10855040592589163,,0.1274317574875164,,0.10164999120858471,,0.12027116317097641,,0.1115630845813237,,0.12888164462357113,,Gurugram,6.0,62.0,000000000000000000e0,HARYANA
,,0.253943778985125,,,,0.2159905198496352,,,,0.2682157267623139,,,,0.2573168429526234,,,,0.29615510700366643,,,,0.2893556387324091,,,,,,0.23247794407077582,,,,0.19448833911537008,,,,0.18705646150253502,,,,0.15551425488132156,,,,0.1461718405134414,,,,0.13121537624259377,,,0.11296849890743511,,,,0.1069208750714274,,,,0.1171109291721995,,Faridabad,6.0,60.0,000000000000000000e1,HARYANA
0.3828381328618497,,,,0.33282396834867745,,,,0.39048841398798567,,,,0.36005196582598914,,,,0.3859079638024764,,,,0.35256742549679637,,,,0.29742492362961415,,0.2539630023911169,,,,0.20358507104027268,,,,0.1545482684807189,,,,0.13942834499549225,,,,0.12597902101363076,,,,0.11093755421406554,,,0.09235677208507176,,,,0.0885347150417752,,,,0.0900795032484677,,,,Mahendragarh,6.0,69.0,000000000000000000e2,HARYANA
0.39448333810591285,,,,0.3368551567412337,,,,0.3947435043021116,,,,0.35794401701215695,,,,0.3776998358517045,,,,0.3381089535824085,,,,0.27869126330109856,,0.23243099979610946,,,,0.18774030496966818,,,,0.14403877305580484,,,,0.1267580459795142,,,,0.11771385619996763,,,,0.10238919680943291,,,0.08839920170213536,,,,0.08199264327263134,,,,0.08594295732875187,,,,Rewari,6.0,72.0,000000000000000000e3,HARYANA
0.29446233997750915,,0.27563645603910547,,0.24686240164503678,,0.23047472824953094,,0.29465457582941396,,0.27985759468567084,,0.2688623076921048,,0.25993253868883975,,0.3014970646898056,,0.29703799263385305,,0.2760835684859554,,0.2773647339939399,,0.2147228361043775,,0.20627123090883687,,0.2117299572536968,,0.16187442725236137,,0.16325319405523522,,0.1523228546834498,,0.1534616869472127,,0.12961398823007417,,0.1283276945636705,,0.12681581476393247,,0.12481907455412611,,0.1104988265109237,,0.10817509042328834,0.09828692673906098,,0.096387240719467,,0.09096159791489745,,0.08957975123270182,,0.09478119235970417,,0.09147148178010615,,Nuh,6.0,604.0,000000000000000000e4,HARYANA
0.2857433938899187,,0.3813313150556492,,0.24228411354826723,,0.335797139482229,,0.2974304387734342,,0.38989496052612505,,0.28005597816749667,,0.3629991628290711,,0.3275474497663462,,0.3922239248187136,,0.31511251968501736,,0.36829228242805373,,0.25112493846086675,,0.2482070777450326,,0.2771278680832342,,0.18317214916351526,,0.21031233693272622,,0.171209842001218,,0.17677162526886264,,0.1424234386479217,,0.13588190789580423,,0.13617417028161688,,0.1272394852575384,,0.11823218991773822,,0.11079269367486458,0.10330454656914209,,0.09464806140710755,,0.09395388215012004,,0.08309486964696083,,0.09061377108191271,,0.08529583315535974,,Palwal,6.0,619.0,000000000000000000e5,HARYANA
0.3919453061366826,,,,0.2939867665871383,,,,0.39415059464252594,,,,0.36718495806816787,,,,0.40022854057979024,,,,0.3689867745199095,,,,0.32328358724895073,,0.28305678322643124,,,,0.23504372949693397,,,,0.17446616430774847,,,,0.149022950156228,,,,0.12438943547242114,,,,0.10859139616845608,,,0.08853005963321407,,,,0.08522389032666981,,,,0.09094309549058281,,,,Charki Dadri,6.0,701.0,000000000000000000e6,HARYANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yamunanagar,6.0,76.0,000000000000000000e7,HARYANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kurukshetra,6.0,68.0,000000000000000000e8,HARYANA
,0.39510120002486687,,,,0.372225151067957,,,,0.4171489626264335,,,,0.451465194695654,,,,0.4672030973836147,,,,0.44592028969880276,,,,0.41511682805977623,,0.3531942520265815,,,,0.2924181649973774,,,,0.2695137630951964,,,,0.21243801071329063,,,,0.1533068250961319,,,,0.12723803281736668,,,0.11064437252888427,,,,0.0900153996587967,,,,0.10544475873278006,,,Kaithal,6.0,66.0,000000000000000000e9,HARYANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sirsa,6.0,74.0,000000000000000000ea,HARYANA
,0.39160953982911617,,0.33534978536466786,,0.34171030480389797,,0.2852700938592216,,0.39476460155145315,,0.3491469114353798,,0.4231723818483935,,0.37808044049759887,,0.428877581341525,,0.3884888504585421,,0.4038893793609623,,0.36761216706660743,,0.377077710705622,,0.31452615808796325,,0.2923580829983747,,0.2598137014445779,,0.24301219802872276,,0.2351020931022966,,0.23483838921834105,,0.18042035119196123,,0.18579517107049084,,0.1380642780534512,,0.14822274577112643,,0.11977196294850721,,,0.11099334689800029,,0.11487139063727327,,0.09486453748837144,,0.10440528177800466,,0.11029053577440735,,0.12341446069192116,Karnal,6.0,67.0,000000000000000000eb,HARYANA
,0.3829537979319393,,,,0.3536564230845209,,,,0.4265063201605731,,,,0.44327259693270554,,,,0.4684348410054859,,,,0.44542389242018265,,,,0.4104302941441363,,0.3636757576299885,,,,0.3144669800599262,,,,0.2790645419869355,,,,0.22549434639829366,,,,0.15946240712775672,,,,0.1287018956064497,,,0.10824136696655053,,,,0.09289207501336932,,,,0.10145353006976833,,,Jind,6.0,65.0,000000000000000000ec,HARYANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fatehabad,6.0,61.0,000000000000000000ed,HARYANA
,0.39166415790810555,,,,0.3395395491659202,,,,0.43752077644022663,,,,0.43936068157912245,,,,0.46935316166670754,,,,0.4413423072212477,,,,0.4063576902593608,,0.3677089691031976,,,,0.3290667299161866,,,,0.2707984848270014,,,,0.22267026061288703,,,,0.1544925479277551,,,,0.12295307144238464,,,0.10441952659617089,,,,0.08897305439301041,,,,0.09504228781204037,,,Hisar,6.0,63.0,000000000000000000ee,HARYANA
,0.33726618816731824,,0.33438780638956067,,0.27672789125565195,,0.27199947835115074,,0.3658688884001728,,0.36608811690552107,,0.3864143998633801,,0.3861254728974914,,0.4095836627444941,,0.4074798626325377,,0.3880873478871086,,0.384096143355966,,0.35390109975009065,,0.3166180800638253,,0.30742068824460106,,0.2621378337763756,,0.2558237367102905,,0.24647995895980776,,0.23967009008829138,,0.1944033808149071,,0.18765482640060585,,0.14733771349897978,,0.14348180428328036,,0.12120512742657184,,,0.10648856116764849,,0.11042274692490173,,0.094422969071462,,0.09952691799639356,,0.10327383260896879,,0.10803465527040858,Panipat,6.0,71.0,000000000000000000ef,HARYANA
0.2740506938035427,0.32716322740728054,0.2638513034300547,0.30515354494569585,0.2127033550736862,0.26444158976974647,0.20738825348694065,0.24036536724221047,0.29636993329554234,0.3562204002541247,0.27758186934663576,0.3173809987966554,0.3023864268871423,0.3669460350058531,0.2825228453309021,0.329875819598878,0.33534010018882865,0.3961874529179027,0.3095322537490306,0.3519479437731211,0.3216050190690158,0.37819830076268673,0.2933498340843281,0.3331063332529885,0.2736200272522518,0.3370664671560483,0.2614388323904378,0.3163162803363437,0.2318069902554996,0.2681790474937948,0.23485104519749234,0.27209526468011824,0.20451686248940443,0.22790414716516832,0.2092181226789119,0.2435067244484913,0.18899702949128683,0.21095094781568483,0.17395544101513719,0.19903718356547323,0.15506710417364045,0.1676847782429353,0.14627667123601756,0.15578748264913944,0.1349249266553956,0.1402566612533603,0.1249405769384799,0.12796276750352792,0.11792697801927664,0.10921351593516901,0.10966656589957621,0.10502401673406757,0.10948445421582013,0.10338195965306324,0.10041877656868953,0.10047830232859653,0.10355891539459679,0.11534834112043259,0.10952793115925404,0.11470986731372355,0.11461862311194511,Sonipat,6.0,75.0,000000000000000000f0,HARYANA
0.3693788688352317,0.3779588501108787,,,0.2746196059755362,0.2960600868251869,,,0.37998576731804995,0.4021123668842656,,,0.36463284142932445,0.3974486367270854,,,0.3926951819358437,0.434622439530326,,,0.364963970759906,0.40815216009229244,,,0.3249435933331181,0.3729583798070202,0.2890422715549059,0.34223378222636414,,,0.2553389242120208,0.31271528995858505,,,0.20061390373844035,0.2516845704532822,,,0.17056472281589408,0.21266455933802014,,,0.1361600022331331,0.15600983050842118,,,0.11554561189611583,0.12436694335597491,,0.09272498905620068,0.09984495379875975,,,0.0888646531407318,0.09360004576656313,,,0.0931883547626009,0.09709553307952783,,,Bhiwani,6.0,59.0,000000000000000000f1,HARYANA
0.29227250188297266,0.3148299211619004,,,0.2296407709226316,0.25429733034401003,,,0.3109896744535543,0.34502492909093113,,,0.31497788645723857,0.35346503626354103,,,0.3509845201297992,0.3911134955743793,,,0.33028072152041793,0.37036054986679123,,,0.30768229205840725,0.3469720041576102,0.28061121918608634,0.318524147040009,,,0.2529443290511924,0.28999025674989526,,,0.21779161291877014,0.24793634847639429,,,0.18757382923841287,0.21336822378526477,,,0.1463892294923051,0.1615978618306981,,,0.1210630757303926,0.12859265521958643,,0.10435621385027331,0.1085245837924974,,,0.09722359564639939,0.0995954258180885,,,0.10592483851519419,0.10776843218384004,,,Rohtak,6.0,73.0,000000000000000000f2,HARYANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panchkula,6.0,70.0,000000000000000000f3,HARYANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ambala,6.0,58.0,000000000000000000f4,HARYANA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahul and Spiti,2.0,21.0,000000000000000000f5,HIMACHAL PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chamba,2.0,16.0,000000000000000000f6,HIMACHAL PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kangra,2.0,18.0,000000000000000000f7,HIMACHAL PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kullu,2.0,20.0,000000000000000000f8,HIMACHAL PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandi,2.0,22.0,000000000000000000f9,HIMACHAL PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kinnaur,2.0,19.0,000000000000000000fa,HIMACHAL PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Una,2.0,26.0,000000000000000000fb,HIMACHAL PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shimla,2.0,23.0,000000000000000000fc,HIMACHAL PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solan,2.0,25.0,000000000000000000fd,HIMACHAL PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sirmaur,2.0,24.0,000000000000000000fe,HIMACHAL PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hamirpur,2.0,17.0,000000000000000000ff,HIMACHAL PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bilaspur,2.0,15.0,00000000000000000100,HIMACHAL PRADESH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kupwara,1.0,8.0,00000000000000000101,JAMMU & KASHMIR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bandipora,1.0,623.0,00000000000000000102,JAMMU & KASHMIR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baramulla,1.0,3.0,00000000000000000103,JAMMU & KASHMIR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganderbal,1.0,626.0,00000000000000000104,JAMMU & KASHMIR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anantnag,1.0,1.0,00000000000000000105,JAMMU & KASHMIR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kishtwar,1.0,620.0,00000000000000000106,JAMMU & KASHMIR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srinagar,1.0,13.0,00000000000000000107,JAMMU & KASHMIR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Budgam,1.0,2.0,00000000000000000108,JAMMU & KASHMIR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pulwama,1.0,11.0,00000000000000000109,JAMMU & KASHMIR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punch,1.0,10.0,0000000000000000010a,JAMMU & KASHMIR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shopian,1.0,625.0,0000000000000000010b,JAMMU & KASHMIR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kulgam,1.0,622.0,0000000000000000010c,JAMMU & KASHMIR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajouri,1.0,12.0,0000000000000000010d,JAMMU & KASHMIR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ramban,1.0,621.0,0000000000000000010e,JAMMU & KASHMIR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reasi,1.0,627.0,0000000000000000010f,JAMMU & KASHMIR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doda,1.0,4.0,00000000000000000110,JAMMU & KASHMIR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jammu,1.0,5.0,00000000000000000111,JAMMU & KASHMIR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kathua,1.0,7.0,00000000000000000112,JAMMU & KASHMIR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udhampur,1.0,14.0,00000000000000000113,JAMMU & KASHMIR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samba,1.0,624.0,00000000000000000114,JAMMU & KASHMIR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muzaffarabad,1.0,9998.0,00000000000000000115,JAMMU & KASHMIR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mirpur,1.0,9999.0,00000000000000000116,JAMMU & KASHMIR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sahebganj,20.0,340.0,00000000000000000117,JHARKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Godda,20.0,330.0,00000000000000000118,JHARKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pakur,20.0,337.0,00000000000000000119,JHARKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giridih,20.0,329.0,0000000000000000011a,JHARKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dumka,20.0,326.0,0000000000000000011b,JHARKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deoghar,20.0,324.0,0000000000000000011c,JHARKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palamu,20.0,338.0,0000000000000000011d,JHARKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chatra,20.0,323.0,0000000000000000011e,JHARKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garhwa,20.0,328.0,0000000000000000011f,JHARKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamtara,20.0,333.0,00000000000000000120,JHARKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dhanbad,20.0,325.0,00000000000000000121,JHARKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latehar,20.0,335.0,00000000000000000122,JHARKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bokaro,20.0,322.0,00000000000000000123,JHARKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ramgarh,20.0,607.0,00000000000000000124,JHARKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ranchi,20.0,339.0,00000000000000000125,JHARKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lohardaga,20.0,336.0,00000000000000000126,JHARKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gumla,20.0,331.0,00000000000000000127,JHARKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khunti,20.0,606.0,00000000000000000128,JHARKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saraikela Kharsawan,20.0,341.0,00000000000000000129,JHARKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Singhbhum,20.0,327.0,0000000000000000012a,JHARKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,West Singhbhum,20.0,343.0,0000000000000000012b,JHARKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simdega,20.0,342.0,0000000000000000012c,JHARKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kodarma,20.0,334.0,0000000000000000012d,JHARKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hazaribagh,20.0,332.0,0000000000000000012e,JHARKHAND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bidar,29.0,529.0,0000000000000000012f,KARNATAKA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kalaburagi,29.0,538.0,00000000000000000130,KARNATAKA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,29.0,527.0,00000000000000000131,KARNATAKA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yadgir,29.0,635.0,00000000000000000132,KARNATAKA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bagalkote,29.0,524.0,00000000000000000133,KARNATAKA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raichur,29.0,546.0,00000000000000000134,KARNATAKA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Koppal,29.0,543.0,00000000000000000135,KARNATAKA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gadag,29.0,537.0,00000000000000000136,KARNATAKA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ballari,29.0,528.0,00000000000000000137,KARNATAKA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dharwad,29.0,536.0,00000000000000000138,KARNATAKA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uttara Kannada,29.0,550.0,00000000000000000139,KARNATAKA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haveri,29.0,540.0,0000000000000000013a,KARNATAKA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chitradurga,29.0,533.0,0000000000000000013b,KARNATAKA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Davanagere,29.0,535.0,0000000000000000013c,KARNATAKA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shivamogga,29.0,547.0,0000000000000000013d,KARNATAKA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udupi,29.0,549.0,0000000000000000013e,KARNATAKA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chikkamagaluru,29.0,532.0,0000000000000000013f,KARNATAKA
